V1,V2,weight,V4,V5
IDV,A07,1.4376,co-in,CMGC
IDK,A07,1.458,co-in,CMGC
ASH,A0H,2.1528,ci-in,Other
CG9,A0H,1.7166,ci-in,Other
ANK,A0P,3,ci-in,Family_Not_Found
ANP,A0P,3,ci-in,Family_Not_Found
ADP,A0P,2.6658,ci-in,Family_Not_Found
AN2,A0P,2.6952,ci-in,Family_Not_Found
ATP,A0P,2.6262,ci-in,Family_Not_Found
AGS,A0P,2.5614,ci-in,Family_Not_Found
M33,A0P,2.5866,ci-in,Family_Not_Found
ACP,A0P,2.526,ci-in,Family_Not_Found
A,A0P,2.5206,ci-in,Family_Not_Found
AMP,A0P,2.5206,ci-in,Family_Not_Found
GNP,A0P,2.457,ci-in,Family_Not_Found
ADN,A0P,2.163,ci-in,Family_Not_Found
NBS,A0P,2.295,ci-in,Family_Not_Found
GDP,A0P,2.1948,ci-in,Family_Not_Found
GTP,A0P,2.1744,ci-in,Family_Not_Found
ACK,A0P,2.019,ci-in,Family_Not_Found
GUB,A0P,1.8372,ci-in,Family_Not_Found
SGV,A0P,1.68,ci-in,Family_Not_Found
ARX,A0P,1.7454,ci-in,Family_Not_Found
GK5,A17,1.647,ci-in,CMGC
CQ0,A17,1.611,ci-in,CMGC
P40,A17,1.5468,ci-in,CMGC
I2O,A17,1.4436,ci-in,CMGC
G11,A17,1.5228,ci-in,CMGC
H2K,A25,1.4706,ci-in,CAMK
OFI,A27,2.421,co-in,CMGC
A28,A27,1.9836,co-in,CMGC
IDV,A27,1.5546,co-in,CMGC
IDK,A27,1.5492,co-in,CMGC
OFI,A28,1.7334,co-in,CMGC
VGK,A3F,2.3244,ci-in,TKL
VGM,A3F,2.1072,ci-in,TKL
T3M,A3F,1.7658,ci-in,TKL
OL2,A3F,1.641,ci-in,TKL
BX1,A3F,1.4724,ci-in,TKL
ZZK,A3F,1.554,ci-in,TKL
H1K,A42,2.4276,ci-in,CAMK
H2K,A42,1.9692,ci-in,CAMK
H4K,A42,1.638,ci-in,CAMK
H5K,A42,1.638,ci-in,CAMK
H3K,A42,1.4496,ci-in,CAMK
L20,A53,1.8378,ci-in,CAMK
SS3,A53,1.482,ci-in,CAMK
B99,A53,1.6548,ci-in,CAMK
SU9,A53,1.5036,ci-in,CAMK
H7K,A58,1.9158,ci-in,CAMK
H8K,A58,2.064,ci-in,CAMK
H0K,A58,1.668,ci-in,CAMK
H9K,A58,1.6248,ci-in,CAMK
HKC,A58,1.4712,ci-in,CAMK
HK1,A58,1.5108,ci-in,CAMK
LIG,A58,1.5162,ci-in,CAMK
ZZL,A5B,2.3328,nonspecific,NonSpecific
A9U,A9T,2.6166,ci-in,CAMK
RU5,A9T,1.8948,ci-in,CAMK
RU9,A9T,1.6524,ci-in,CAMK
RU5,A9U,1.8486,ci-in,CAMK
RU9,A9U,1.827,ci-in,CAMK
NU3,A9U,1.4796,ci-in,CAMK
QC0,AA0,2.4018,nonspecific,NonSpecific
AAV,AA0,2.2248,nonspecific,NonSpecific
NQB,AA0,2.1132,nonspecific,NonSpecific
GK6,AA0,1.6002,nonspecific,NonSpecific
AQZ,AA0,1.7196,nonspecific,NonSpecific
KQ7,AA0,1.626,nonspecific,NonSpecific
P38,AA0,1.6188,nonspecific,NonSpecific
P39,AA0,1.5222,nonspecific,NonSpecific
AM9,AA0,1.5342,nonspecific,NonSpecific
NQB,AAV,2.3472,ci-in,CMGC
QC0,AAV,2.31,ci-in,CMGC
AM9,AAV,1.5402,ci-in,CMGC
AAZ,AAX,2.0736,ci-out,TK
UNK,ABA,3,nonspecific,NonSpecific
SCS,ABA,1.6236,nonspecific,NonSpecific
CSX,ABA,1.5336,nonspecific,NonSpecific
DAB,ABA,1.9626,nonspecific,NonSpecific
CAS,ABA,1.4544,nonspecific,NonSpecific
MSE,ABA,1.6794,nonspecific,NonSpecific
CSO,ABA,1.5192,nonspecific,NonSpecific
ALA,ABA,1.9416,nonspecific,NonSpecific
DAL,ABA,1.9416,nonspecific,NonSpecific
MHO,ABA,1.4526,nonspecific,NonSpecific
CSS,ABA,1.5666,nonspecific,NonSpecific
ORN,ABA,1.8174,nonspecific,NonSpecific
ALY,ABA,1.4694,nonspecific,NonSpecific
ALC,ABA,1.4778,nonspecific,NonSpecific
KS5,ABJ,2.2932,co-in,Family_Not_Found
BK4,ABJ,2.3532,co-in,Family_Not_Found
BK5,ABJ,2.2836,co-in,Family_Not_Found
I76,ABJ,2.19,co-in,Family_Not_Found
PD5,ABJ,2.046,co-in,Family_Not_Found
VSH,ABJ,2.0466,co-in,Family_Not_Found
BK1,ABJ,1.6602,co-in,Family_Not_Found
BK2,ABJ,2.0784,co-in,Family_Not_Found
VSP,ABJ,1.4838,co-in,Family_Not_Found
PP1,ABJ,2.0328,co-in,Family_Not_Found
UWA,ABJ,1.956,co-in,Family_Not_Found
KS4,ABJ,1.9722,co-in,Family_Not_Found
UW9,ABJ,1.8162,co-in,Family_Not_Found
V68,ABJ,1.7982,co-in,Family_Not_Found
BK6,ABJ,1.7994,co-in,Family_Not_Found
C88,ABJ,1.7682,co-in,Family_Not_Found
BK7,ABJ,1.7802,co-in,Family_Not_Found
VGG,ABJ,1.4652,co-in,Family_Not_Found
DXR,ABJ,1.4376,co-in,Family_Not_Found
UWB,ABJ,1.7706,co-in,Family_Not_Found
KS1,ABJ,1.7328,co-in,Family_Not_Found
L1G,ABJ,1.5174,co-in,Family_Not_Found
L2G,ABJ,1.491,co-in,Family_Not_Found
L3G,ABJ,1.5018,co-in,Family_Not_Found
IDZ,ABO,1.947,ci-in,CAMK
N15,ABO,1.6818,ci-in,CAMK
EZR,ABO,1.7082,ci-in,CAMK
N13,ABO,1.6044,ci-in,CAMK
EZV,ABO,1.6104,ci-in,CAMK
L0D,ABO,1.461,ci-in,CAMK
SGV,ABQ,1.4454,ci-in,AGC
AMP,A,3,ci-in,Family_Not_Found
ADP,A,2.7486,ci-in,Family_Not_Found
ATP,A,2.7042,ci-in,Family_Not_Found
AN2,A,2.6454,ci-in,Family_Not_Found
AGS,A,2.5926,ci-in,Family_Not_Found
M33,A,2.6118,ci-in,Family_Not_Found
ACP,A,2.532,ci-in,Family_Not_Found
ANK,A,2.5206,ci-in,Family_Not_Found
ANP,A,2.5206,ci-in,Family_Not_Found
ADN,A,2.43,ci-in,Family_Not_Found
GDP,A,2.1984,ci-in,Family_Not_Found
NBS,A,2.2674,ci-in,Family_Not_Found
GTP,A,2.1756,ci-in,Family_Not_Found
GNP,A,2.0568,ci-in,Family_Not_Found
ACK,A,2.2044,ci-in,Family_Not_Found
SGV,A,1.7718,ci-in,Family_Not_Found
GUB,A,1.9458,ci-in,Family_Not_Found
ARX,A,1.7952,ci-in,Family_Not_Found
RFZ,A,1.5222,ci-in,Family_Not_Found
AZ1,ACA,2.1138,nonspecific,NonSpecific
OCE,ACA,2.1138,nonspecific,NonSpecific
MYR,ACA,1.875,nonspecific,NonSpecific
ORN,ACA,1.7124,nonspecific,NonSpecific
DAB,ACA,1.5348,nonspecific,NonSpecific
ADN,ACK,2.2458,ci-in,TK
AMP,ACK,2.2044,ci-in,TK
ATP,ACK,2.1228,ci-in,TK
AGS,ACK,2.0724,ci-in,TK
M33,ACK,2.1054,ci-in,TK
ADP,ACK,2.1204,ci-in,TK
AN2,ACK,2.0838,ci-in,TK
ACP,ACK,2.019,ci-in,TK
ANK,ACK,2.019,ci-in,TK
ANP,ACK,2.019,ci-in,TK
SGV,ACK,1.7208,ci-in,TK
GUB,ACK,1.8348,ci-in,TK
ARX,ACK,1.698,ci-in,TK
GTP,ACK,1.7538,ci-in,TK
NBS,ACK,1.8438,ci-in,TK
RFZ,ACK,1.4448,ci-in,TK
GDP,ACK,1.7454,ci-in,TK
GNP,ACK,1.6854,ci-in,TK
ADP,ACP,2.6796,ci-in,NonSpecific
AN2,ACP,2.6292,ci-in,NonSpecific
ATP,ACP,2.6448,ci-in,NonSpecific
AGS,ACP,2.577,ci-in,NonSpecific
M33,ACP,2.6592,ci-in,NonSpecific
ANK,ACP,2.526,ci-in,NonSpecific
ANP,ACP,2.526,ci-in,NonSpecific
AMP,ACP,2.532,ci-in,NonSpecific
ADN,ACP,2.1732,ci-in,NonSpecific
GDP,ACP,2.205,ci-in,NonSpecific
NBS,ACP,2.2794,ci-in,NonSpecific
GTP,ACP,2.1822,ci-in,NonSpecific
GNP,ACP,2.109,ci-in,NonSpecific
SGV,ACP,1.6938,ci-in,NonSpecific
GUB,ACP,1.8246,ci-in,NonSpecific
ARX,ACP,1.7496,ci-in,NonSpecific
N20,AD5,1.4352,ci-in,NonSpecific
O19,AD5,1.4736,ci-in,NonSpecific
ZYU,AD5,1.7622,ci-in,NonSpecific
M02,AD5,1.5888,ci-in,NonSpecific
M01,AD5,1.5744,ci-in,NonSpecific
ZYV,AD5,1.4346,ci-in,NonSpecific
ES4,ADE,1.8318,ci-in,NonSpecific
SZL,ADE,1.6422,ci-in,NonSpecific
ZYU,ADE,1.6092,ci-in,NonSpecific
M02,ADE,1.629,ci-in,NonSpecific
EMU,ADE,1.8516,ci-in,NonSpecific
DX4,ADE,1.6716,ci-in,NonSpecific
ZIP,ADE,1.7868,ci-in,NonSpecific
GVI,ADE,1.5024,ci-in,NonSpecific
M01,ADE,1.5654,ci-in,NonSpecific
ADZ,ADE,1.836,ci-in,NonSpecific
GVJ,ADE,1.6068,ci-in,NonSpecific
SIJ,ADE,1.4358,ci-in,NonSpecific
ZXC,ADE,1.5876,ci-in,NonSpecific
QNI,ADE,1.4556,ci-in,NonSpecific
AMP,ADN,2.43,ci-in,NonSpecific
ADP,ADN,2.322,ci-in,NonSpecific
AN2,ADN,2.2692,ci-in,NonSpecific
ATP,ADN,2.286,ci-in,NonSpecific
AGS,ADN,2.2242,ci-in,NonSpecific
M33,ADN,2.256,ci-in,NonSpecific
SGV,ADN,2.058,ci-in,NonSpecific
ANK,ADN,2.163,ci-in,NonSpecific
ANP,ADN,2.163,ci-in,NonSpecific
GUB,ADN,2.271,ci-in,NonSpecific
RFZ,ADN,1.8078,ci-in,NonSpecific
NBS,ADN,1.9368,ci-in,NonSpecific
GDP,ADN,1.842,ci-in,NonSpecific
ARX,ADN,1.8846,ci-in,NonSpecific
GTP,ADN,1.8228,ci-in,NonSpecific
GNP,ADN,1.7472,ci-in,NonSpecific
EXX,ADN,1.4754,ci-in,NonSpecific
ATP,ADP,2.9508,ci-in,NonSpecific
AN2,ADP,2.8008,ci-in,NonSpecific
AGS,ADP,2.7444,ci-in,NonSpecific
M33,ADP,2.7642,ci-in,NonSpecific
AMP,ADP,2.7486,ci-in,NonSpecific
ANK,ADP,2.6658,ci-in,NonSpecific
ANP,ADP,2.6658,ci-in,NonSpecific
GDP,ADP,2.4,ci-in,NonSpecific
GTP,ADP,2.3724,ci-in,NonSpecific
NBS,ADP,2.4618,ci-in,NonSpecific
GNP,ADP,2.184,ci-in,NonSpecific
SGV,ADP,1.734,ci-in,NonSpecific
GUB,ADP,1.8918,ci-in,NonSpecific
ARX,ADP,1.7844,ci-in,NonSpecific
RFZ,ADP,1.4874,ci-in,NonSpecific
ALF,AF3,1.5714,ci-in,NonSpecific
QCT,AFE,2.7936,nonspecific,NonSpecific
SL0,AFE,2.5674,nonspecific,NonSpecific
KMP,AFE,1.9308,nonspecific,NonSpecific
QUE,AFE,1.8294,nonspecific,NonSpecific
MRI,AFE,1.7952,nonspecific,NonSpecific
AGI,AFE,1.5948,nonspecific,NonSpecific
MYC,AFE,1.7946,nonspecific,NonSpecific
GEN,AFE,1.5144,nonspecific,NonSpecific
NRA,AFE,1.5228,nonspecific,NonSpecific
LU2,AFE,1.6074,nonspecific,NonSpecific
HUL,AFE,1.6284,nonspecific,NonSpecific
FSE,AFE,1.608,nonspecific,NonSpecific
MYF,AFE,1.5654,nonspecific,NonSpecific
MYU,AFE,1.6674,nonspecific,NonSpecific
OSV,AG1,1.5048,ci-in,CMGC
LU2,AGI,2.5596,ci-in,NonSpecific
MYF,AGI,2.4816,ci-in,NonSpecific
HUL,AGI,2.2236,ci-in,NonSpecific
KMP,AGI,2.2218,ci-in,NonSpecific
GEN,AGI,1.9716,ci-in,NonSpecific
QUE,AGI,2.0316,ci-in,NonSpecific
MRI,AGI,2.0118,ci-in,NonSpecific
MYC,AGI,1.9812,ci-in,NonSpecific
NRA,AGI,1.8024,ci-in,NonSpecific
SL0,AGI,1.4784,ci-in,NonSpecific
FSE,AGI,1.7964,ci-in,NonSpecific
QCT,AGI,1.506,ci-in,NonSpecific
MYU,AGI,1.8192,ci-in,NonSpecific
ATP,AGS,2.7864,ci-in,NonSpecific
AN2,AGS,2.6856,ci-in,NonSpecific
M33,AGS,2.6538,ci-in,NonSpecific
ANK,AGS,2.5614,ci-in,NonSpecific
ANP,AGS,2.5614,ci-in,NonSpecific
AMP,AGS,2.5926,ci-in,NonSpecific
GTP,AGS,2.2626,ci-in,NonSpecific
GDP,AGS,2.2266,ci-in,NonSpecific
NBS,AGS,2.3004,ci-in,NonSpecific
GNP,AGS,2.1126,ci-in,NonSpecific
SGV,AGS,1.6974,ci-in,NonSpecific
GUB,AGS,1.8384,ci-in,NonSpecific
ARX,AGS,1.7388,ci-in,NonSpecific
RFZ,AGS,1.4448,ci-in,NonSpecific
AK2,AK1,2.5434,ci-in,Family_Not_Found
AK3,AK1,2.139,ci-in,Family_Not_Found
AK7,AK1,2.199,ci-in,Family_Not_Found
AK4,AK1,1.7268,ci-in,Family_Not_Found
AK4,AK2,1.9764,ci-in,Family_Not_Found
AK3,AK2,1.8258,ci-in,Family_Not_Found
AK7,AK2,1.8618,ci-in,Family_Not_Found
AK7,AK3,2.0196,ci-in,Family_Not_Found
AK4,AK3,2.214,ci-in,Family_Not_Found
PD3,AK3,1.4436,ci-in,Family_Not_Found
AK7,AK4,1.6176,ci-in,Family_Not_Found
AK6,AK5,1.7988,co-in,Family_Not_Found
LJE,AK8,2.1744,omega,Other
MR9,AK8,1.914,omega,Other
K11,AK8,1.9062,omega,Other
KIN,AK8,1.665,omega,Other
BZ9,AK8,1.8114,omega,Other
MUH,AK8,1.4544,omega,Other
G6H,AK8,1.4958,omega,Other
G6I,AK8,1.5252,omega,Other
LJF,AK8,1.6032,omega,Other
PFQ,AKI,2.3256,ci-in,Other
DFW,AKI,2.2776,ci-in,Other
WPH,AKI,1.9248,ci-in,Other
KJQ,AKI,2.0892,ci-in,Other
PFP,AKI,2.046,ci-in,Other
KJR,AKI,2.0592,ci-in,Other
YPH,AKI,1.854,ci-in,Other
KJ8,AKI,1.9392,ci-in,Other
KJV,AKI,1.9116,ci-in,Other
DFY,AKI,1.9578,ci-in,Other
LIF,AKI,1.8138,ci-in,Other
DFZ,AKI,1.4358,ci-in,Other
DAL,ALA,3,ci-in,CMGC
UNK,ALA,1.9416,ci-in,CMGC
DAB,ALA,1.5756,ci-in,CMGC
MSE,ALA,1.4394,ci-in,CMGC
CSO,ALA,1.4424,ci-in,CMGC
CSS,ALA,1.446,ci-in,CMGC
ORN,ALA,1.446,ci-in,CMGC
UNK,ALC,1.4778,nonspecific,NonSpecific
DAB,ALC,1.5558,nonspecific,NonSpecific
ORN,ALC,1.5276,nonspecific,NonSpecific
KCX,ALC,1.4538,nonspecific,NonSpecific
KCX,ALY,2.3754,co-in,CMGC
NMM,ALY,1.7358,co-in,CMGC
ORN,ALY,1.7394,co-in,CMGC
DAB,ALY,1.6944,co-in,CMGC
UNK,ALY,1.4694,co-in,CMGC
AME,ALY,1.4664,co-in,CMGC
T2A,AM0,1.5972,ci-in,TK
AM6,AM5,2.436,ci-out,TK
FPX,AM5,1.5492,ci-out,TK
IHZ,AM5,1.5096,ci-out,TK
NIL,AM5,1.4814,ci-out,TK
NHJ,AM5,1.4376,ci-out,TK
STI,AM5,1.5456,ci-out,TK
BJG,AM5,1.4502,ci-out,TK
MPZ,AM5,1.5018,ci-out,TK
T95,AM6,1.4316,ci-out,TK
BJG,AM6,1.4814,ci-out,TK
STI,AM6,1.4802,ci-out,TK
MT3,AM7,2.5596,nonspecific,NonSpecific
MT4,AM7,1.9236,nonspecific,NonSpecific
IRE,AM7,1.4916,nonspecific,NonSpecific
FPW,AM7,1.476,nonspecific,NonSpecific
AQZ,AM7,1.4574,nonspecific,NonSpecific
T74,AM9,1.4838,ci-in,TK
P48,AM9,1.5846,ci-in,TK
XR1,AM9,1.602,ci-in,TK
ZTX,AM9,1.452,ci-in,TK
BJG,AM9,1.5072,ci-in,TK
MH4,AM9,1.5402,ci-in,TK
IXH,AM9,1.5768,ci-in,TK
LQQ,AM9,1.503,ci-in,TK
QC0,AM9,1.5702,ci-in,TK
NQB,AM9,1.539,ci-in,TK
AU5,AM9,1.4334,ci-in,TK
CXM,AME,2.2716,ci-in,TK
ATP,AMP,2.7042,ci-in,NonSpecific
AN2,AMP,2.6454,ci-in,NonSpecific
M33,AMP,2.6118,ci-in,NonSpecific
ANK,AMP,2.5206,ci-in,NonSpecific
ANP,AMP,2.5206,ci-in,NonSpecific
GDP,AMP,2.1984,ci-in,NonSpecific
NBS,AMP,2.2674,ci-in,NonSpecific
GTP,AMP,2.1756,ci-in,NonSpecific
GNP,AMP,2.0568,ci-in,NonSpecific
SGV,AMP,1.7718,ci-in,NonSpecific
GUB,AMP,1.9458,ci-in,NonSpecific
ARX,AMP,1.7952,ci-in,NonSpecific
RFZ,AMP,1.5222,ci-in,NonSpecific
ATP,AN2,2.7564,ci-in,NonSpecific
M33,AN2,2.7084,ci-in,NonSpecific
ANK,AN2,2.6952,ci-in,NonSpecific
ANP,AN2,2.6952,ci-in,NonSpecific
GDP,AN2,2.2668,ci-in,NonSpecific
NBS,AN2,2.34,ci-in,NonSpecific
GTP,AN2,2.2428,ci-in,NonSpecific
GNP,AN2,2.217,ci-in,NonSpecific
SGV,AN2,1.719,ci-in,NonSpecific
GUB,AN2,1.8654,ci-in,NonSpecific
ARX,AN2,1.7676,ci-in,NonSpecific
RFZ,AN2,1.47,ci-in,NonSpecific
ANP,ANK,3,co-in,STE
ATP,ANK,2.6262,co-in,STE
M33,ANK,2.5866,co-in,STE
GNP,ANK,2.457,co-in,STE
NBS,ANK,2.295,co-in,STE
GDP,ANK,2.1948,co-in,STE
GTP,ANK,2.1744,co-in,STE
GUB,ANK,1.8372,co-in,STE
SGV,ANK,1.68,co-in,STE
ARX,ANK,1.7454,co-in,STE
ATP,ANP,2.6262,ci-in,NonSpecific
M33,ANP,2.5866,ci-in,NonSpecific
GNP,ANP,2.457,ci-in,NonSpecific
NBS,ANP,2.295,ci-in,NonSpecific
GDP,ANP,2.1948,ci-in,NonSpecific
GTP,ANP,2.1744,ci-in,NonSpecific
GUB,ANP,1.8372,ci-in,NonSpecific
SGV,ANP,1.68,ci-in,NonSpecific
ARX,ANP,1.7454,ci-in,NonSpecific
P01,AP9,2.6826,ci-in,CMGC
PVB,AP9,2.397,ci-in,CMGC
RRC,AP9,1.8894,ci-in,CMGC
CK9,AP9,1.782,ci-in,CMGC
RC8,AP9,1.7898,ci-in,CMGC
SLQ,AP9,1.7898,ci-in,CMGC
OLP,AP9,1.5246,ci-in,CMGC
OLO,AP9,1.5,ci-in,CMGC
I17,AP9,1.467,ci-in,CMGC
E63,APJ,1.7106,ci-in,Family_Not_Found
REB,APJ,1.9272,ci-in,Family_Not_Found
CJ5,APJ,1.5924,ci-in,Family_Not_Found
EBD,APJ,1.6662,ci-in,Family_Not_Found
IHH,APJ,1.716,ci-in,Family_Not_Found
GVD,APJ,1.4844,ci-in,Family_Not_Found
IE6,AQ2,1.4646,ci-in,CMGC
DTQ,AQ4,2.0502,nonspecific,TK
MSQ,AQ4,1.9686,nonspecific,TK
HPM,AQ4,1.6578,nonspecific,TK
AQZ,AQ4,1.5486,nonspecific,TK
AQM,AQB,2.643,ci-out,Family_Not_Found
AQU,AQB,2.4222,ci-out,Family_Not_Found
SS6,AQB,2.2632,ci-out,Family_Not_Found
R48,AQB,2.244,ci-out,Family_Not_Found
R49,AQB,2.0478,ci-out,Family_Not_Found
L51,AQB,1.9464,ci-out,Family_Not_Found
K9Y,AQB,1.7394,ci-out,Family_Not_Found
KAO,AQB,1.6674,ci-out,Family_Not_Found
R39,AQB,1.6494,ci-out,Family_Not_Found
Z87,AQB,1.5204,ci-out,Family_Not_Found
Z83,AQB,1.5294,ci-out,Family_Not_Found
B96,AQB,1.6308,ci-out,Family_Not_Found
Z85,AQB,1.5234,ci-out,Family_Not_Found
Z86,AQB,1.5054,ci-out,Family_Not_Found
DG7,AQB,1.512,ci-out,Family_Not_Found
YIW,AQB,1.524,ci-out,Family_Not_Found
Z84,AQB,1.5144,ci-out,Family_Not_Found
YIS,AQB,1.452,ci-out,Family_Not_Found
AQU,AQM,2.364,ci-out,Family_Not_Found
SS6,AQM,2.22,ci-out,Family_Not_Found
R48,AQM,2.1924,ci-out,Family_Not_Found
R49,AQM,2.0112,ci-out,Family_Not_Found
L51,AQM,1.9068,ci-out,Family_Not_Found
R39,AQM,1.746,ci-out,Family_Not_Found
K9Y,AQM,1.7118,ci-out,Family_Not_Found
B96,AQM,1.7226,ci-out,Family_Not_Found
KAO,AQM,1.635,ci-out,Family_Not_Found
Z87,AQM,1.5108,ci-out,Family_Not_Found
Z83,AQM,1.5222,ci-out,Family_Not_Found
P79,AQM,1.4556,ci-out,Family_Not_Found
Z85,AQM,1.5168,ci-out,Family_Not_Found
Z86,AQM,1.5006,ci-out,Family_Not_Found
DG7,AQM,1.5078,ci-out,Family_Not_Found
YIW,AQM,1.4982,ci-out,Family_Not_Found
Z84,AQM,1.509,ci-out,Family_Not_Found
YIS,AQM,1.4424,ci-out,Family_Not_Found
SS6,AQU,2.4948,ci-out,Family_Not_Found
R48,AQU,2.472,ci-out,Family_Not_Found
R49,AQU,2.3304,ci-out,Family_Not_Found
L51,AQU,2.1828,ci-out,Family_Not_Found
K9Y,AQU,1.9764,ci-out,Family_Not_Found
KAO,AQU,1.944,ci-out,Family_Not_Found
BMU,AQU,1.4916,ci-out,Family_Not_Found
R39,AQU,1.704,ci-out,Family_Not_Found
Z87,AQU,1.7574,ci-out,Family_Not_Found
N58,AQU,1.4928,ci-out,Family_Not_Found
N61,AQU,1.4658,ci-out,Family_Not_Found
B96,AQU,1.6998,ci-out,Family_Not_Found
Z83,AQU,1.6416,ci-out,Family_Not_Found
Z85,AQU,1.5792,ci-out,Family_Not_Found
Z86,AQU,1.5264,ci-out,Family_Not_Found
YIW,AQU,1.6122,ci-out,Family_Not_Found
DG7,AQU,1.5474,ci-out,Family_Not_Found
Z84,AQU,1.5522,ci-out,Family_Not_Found
P38,AQZ,1.7844,ci-out,CMGC
KQ7,AQZ,1.7274,ci-out,CMGC
HPM,AQZ,1.8246,ci-out,CMGC
GK6,AQZ,1.56,ci-out,CMGC
G6G,AQZ,1.5732,ci-out,CMGC
P39,AQZ,1.6296,ci-out,CMGC
G6H,AQZ,1.449,ci-out,CMGC
DTQ,AQZ,1.4634,ci-out,CMGC
H8H,AQZ,1.4934,ci-out,CMGC
L3G,AQZ,1.4646,ci-out,CMGC
UNX,ARS,1.5,omega,Other
ATP,ARX,1.7688,ci-in,Family_Not_Found
M33,ARX,1.7442,ci-in,Family_Not_Found
GUB,ARX,1.7628,ci-in,Family_Not_Found
SGV,ARX,1.581,ci-in,Family_Not_Found
NBS,ARX,1.6656,ci-in,Family_Not_Found
GNP,ARX,1.5432,ci-in,Family_Not_Found
GDP,ARX,1.5708,ci-in,Family_Not_Found
GTP,ARX,1.56,ci-in,Family_Not_Found
IPV,AS6,2.6964,ci-in,TK
XYW,AS6,1.4742,ci-in,TK
GW8,AS6,1.434,ci-in,TK
CG9,ASH,1.953,ci-in,Other
M33,ATP,2.7222,ci-in,NonSpecific
GTP,ATP,2.4156,ci-in,NonSpecific
GDP,ATP,2.376,ci-in,NonSpecific
NBS,ATP,2.4354,ci-in,NonSpecific
GNP,ATP,2.166,ci-in,NonSpecific
SGV,ATP,1.7232,ci-in,NonSpecific
GUB,ATP,1.8762,ci-in,NonSpecific
RFZ,ATP,1.4754,ci-in,NonSpecific
DYK,AU5,1.7202,ci-in,Other
R78,AU5,1.5936,ci-in,Other
R4L,AU5,1.6266,ci-in,Other
JBI,AU5,1.6242,ci-in,Other
VG8,AU5,1.467,ci-in,Other
LQQ,AU5,1.512,ci-in,Other
L1G,AU5,1.473,ci-in,Other
AUG,AUE,2.436,ci-in,CK1
LEV,AV9,1.7022,ci-out,TK
DF6,AV9,1.5468,ci-out,TK
FPU,AV9,1.5222,ci-out,TK
AWJ,AWF,2.2656,ci-in,TK
OFG,AWF,2.1054,ci-in,TK
GWH,AWF,1.6092,ci-in,TK
GWH,AWJ,1.869,ci-in,TK
OFG,AWJ,1.683,ci-in,TK
HRM,AWR,1.5006,ci-in,CMGC
OCE,AZ1,3,nonspecific,NonSpecific
MYR,AZ1,2.4222,nonspecific,NonSpecific
V4Z,AZ5,1.8978,ci-in,TK
DFS,B0R,2.1576,co-in,TKL
TV4,B0R,2.0196,co-in,TKL
RI8,B0R,1.599,co-in,TKL
T1Q,B0R,1.4946,co-in,TKL
BR2,B0R,1.4538,co-in,TKL
B96,B10,1.485,ci-out,CMGC
FPX,B1E,1.5156,ci-out,TKL
BD2,B1L,2.5044,ci-in,Family_Not_Found
BA1,B1L,2.1456,ci-in,Family_Not_Found
I01,B1L,1.9242,ci-in,Family_Not_Found
B8L,B1L,1.938,ci-in,Family_Not_Found
I05,B1L,1.6782,ci-in,Family_Not_Found
L5G,B2D,1.95,co-in,TK
LKG,B2D,1.581,co-in,TK
VSF,B43,2.604,co-in,TK
VSG,B43,2.5692,co-in,TK
VSB,B43,2.4732,co-in,TK
VSE,B43,2.4732,co-in,TK
VSA,B43,2.2986,co-in,TK
VS0,B43,2.2398,co-in,TK
VRZ,B43,2.1168,co-in,TK
KS4,B43,1.5192,co-in,TK
S03,B43,1.5324,co-in,TK
KS1,B43,1.5078,co-in,TK
DQO,B45,2.0238,ci-in,CMGC
J60,B49,2.6436,nonspecific,TK
SU6,B49,1.7292,nonspecific,TK
PFY,B49,1.7286,nonspecific,TK
X2K,B49,1.608,nonspecific,TK
X2M,B49,1.5972,nonspecific,TK
SU1,B49,1.569,nonspecific,TK
LWH,B4W,2.3742,ci-in,CAMK
Q17,B4W,2.1384,ci-in,CAMK
IRG,B4W,1.7268,ci-in,CAMK
XBJ,B4W,1.6824,ci-in,CAMK
BK3,B5A,1.9932,nonspecific,Family_Not_Found
BK6,B5A,1.7766,nonspecific,Family_Not_Found
C88,B5A,1.7172,nonspecific,Family_Not_Found
BK7,B5A,1.755,nonspecific,Family_Not_Found
UWB,B5A,1.7358,nonspecific,Family_Not_Found
V68,B5A,1.4934,nonspecific,Family_Not_Found
BD2,B8L,2.1834,ci-in,Family_Not_Found
I01,B8L,2.031,ci-in,Family_Not_Found
BA1,B8L,1.9578,ci-in,Family_Not_Found
R69,B8L,1.5642,ci-in,Family_Not_Found
I05,B8L,1.8642,ci-in,Family_Not_Found
R94,B8L,1.5012,ci-in,Family_Not_Found
R55,B8L,1.4976,ci-in,Family_Not_Found
I04,B8L,1.5966,ci-in,Family_Not_Found
R96,B8L,1.4814,ci-in,Family_Not_Found
I08,B8L,1.5396,ci-in,Family_Not_Found
R68,B8L,1.4616,ci-in,Family_Not_Found
B91,B90,1.4424,ci-in,Family_Not_Found
HET,B90,1.479,ci-in,Family_Not_Found
NIL,B91,1.7436,ci-out,Family_Not_Found
IFC,B91,1.5414,ci-out,Family_Not_Found
R39,B96,2.5128,ci-out,NonSpecific
Z87,B96,1.7556,ci-out,NonSpecific
Z85,B96,1.7964,ci-out,NonSpecific
KAO,B96,1.8222,ci-out,NonSpecific
L51,B96,1.8084,ci-out,NonSpecific
